preco_imov;id_imov;cidade;endereco;titulo_imov;vaga;banheiro;condominio;iptu_mes;metros;valor_m2;bairro
R$ 539.000; 1FPE9LN;São Paulo;Rua Marina Crespi;Apartamento à venda em Mooca com 69 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 740; R$ 180,00 ;69;R$ 7.812;   Mooca     
R$ 660.000; 1CMWOOE;São Paulo;Rua Fernão Dias;Apartamento à venda em Pinheiros com 35 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 960; R$ 216,00 ;35;R$ 18.857;   Pinheiros       
R$ 1.249.000; 14PYXZF;São Paulo;Rua Francisco de Vitória;Apartamento à venda em Chácara Klabin com 70 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 920; R$ 230,00 ;70;R$ 17.843;   Chácara Klabin         
R$ 1.050.000; 102N0VQ;São Paulo;Rua Martinho de Campos;Apartamento à venda em Lapa com 92 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 950; R$ 350,00 ;92;R$ 11.413;   Lapa         
R$ 700.000; 1PEOI33;São Paulo;Rua Joaquim Floriano;Apartamento à venda em Itaim Bibi com 88 m², 2 quartos;Indisponivel;2;R$ 800; R$ 450,00 ;88;R$ 7.955;   Itaim Bibi       
R$ 540.000; 1ID8MWF;São Paulo;Rua Capistrano de Abreu;Apartamento à venda em Santa Cecília com 53 m², 2 quartos, 1 vaga;1;1;R$ 600; R$ 22,00 ;53;R$ 10.189;   Santa Cecília       
R$ 479.000; 18G2A4D;São Paulo;Alameda Franca;Apartamento à venda em Jardim Paulista com 40 m², 1 quarto, 1 vaga;1;1;R$ 1.000; R$ 113,00 ;40;R$ 11.975;   Jardim Paulista       
R$ 570.400; 9YP9IT;São Paulo;Rua Francisco Justino de Azevedo;Apartamento à venda em Liberdade com 65 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 419; R$ 24,00 ;65;R$ 8.775;   Liberdade         
R$ 720.000; 131QL3V;São Paulo;Rua Doutor Alfredo de Castro;Apartamento à venda em Perdizes com 57 m², 1 quarto, 1 vaga;1;1;R$ 743; R$ 82,00 ;57;R$ 12.632;   Perdizes       
R$ 240.000; 1G9UUNY;São Paulo;Rua João Avelino Pinho Mellão;Apartamento à venda em Morumbi com 51 m², 2 quartos, 1 vaga;1;1;R$ 580; R$ 152,00 ;51;R$ 4.706;   Morumbi       
R$ 580.000; OPX0XO;São Paulo;Rua Loureiro da Cruz;Apartamento à venda em Aclimação com 45 m², 2 quartos, 1 suíte, 1 vaga;1;1;R$ 1.020; R$ 74,00 ;45;R$ 12.889;   Aclimação         
R$ 1.170.000; 16PVD1P;São Paulo;Rua Baltazar Lisboa;Apartamento à venda em Aclimação com 120 m², 2 quartos, 2 vagas;2;2;R$ 1.312; R$ 241,42 ;120;R$ 9.750;   Aclimação         
R$ 799.000; 1N0TPPK;São Paulo;Rua Doutor Diogo de Faria;Apartamento à venda em Vila Clementino com 71 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 1.100; R$ 350,00 ;71;R$ 11.254;   Vila Clementino       
R$ 2.050.000; 1L0YKZJ;São Paulo;Rua da Consolação;Apartamento à venda em Jardim América com 137 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 1.316; R$ 364,00 ;137;R$ 14.964;   Jardim América         
R$ 845.308; TTPPN6;São Paulo;Rua Doutor Augusto de Miranda;Apartamento à venda em Vila Romana com 96 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.078; R$ 301,00 ;96;R$ 8.805;   Vila Romana         
R$ 700.000; U186KR;São Paulo;Rua Bento Branco de Andrade Filho;Apartamento à venda em Santo Amaro com 68 m², 2 quartos, 1 suíte, 2 vagas;2;1;R$ 750; R$ 215,00 ;68;R$ 10.294;   Santo Amaro         
R$ 360.000; 1OBK7SF;São Paulo;Avenida Giovanni Gronchi;Apartamento à venda em Vila Andrade com 59 m², 2 quartos, 2 vagas;2;1;R$ 750; R$ -   ;59;R$ 6.102;   Vila Andrade         
R$ 475.200; L6K82U;São Paulo;Rua Ouro Branco;Apartamento à venda em Jardim Paulistano com 45 m², 1 quarto, 1 vaga;1;1;R$ 750; R$ 1.000,00 ;45;R$ 10.560;   Jardim Paulistano       
R$ 670.000; 40GDRW;São Paulo;Rua Girassol;Apartamento à venda em Vila Madalena com 63 m², 2 quartos, 1 vaga;1;1;R$ 1.100; R$ 240,00 ;63;R$ 10.635;   Vila Madalena         
R$ 690.000; A7VQO1;São Paulo;Rua Luís Góis;Apartamento à venda em Bosque da Saúde com 65 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 1.000; R$ 259,00 ;65;R$ 10.615;   Bosque da Saúde         
R$ 790.000; 1GY0K9;São Paulo;Rua Iara;Apartamento à venda em Itaim Bibi com 45 m², 1 quarto, 1 vaga;1;1;R$ 800; R$ 50,00 ;45;R$ 17.556;   Itaim Bibi       
R$ 695.000; 17CRTLL;São Paulo;Avenida Brigadeiro Luís Antônio;Apartamento à venda em Paraíso com 48 m², 1 quarto, 1 vaga;1;1;R$ 600; R$ 174,00 ;48;R$ 14.479;   Paraíso         
R$ 795.000; 15QJNIS;São Paulo;Rua Helena;Apartamento à venda em Brooklin com 72 m², 2 quartos, 1 vaga;1;1;R$ 1.300; R$ 100,00 ;72;R$ 11.042;   Brooklin         
R$ 850.000; B4PV49;São Paulo;Avenida Doutora Ruth Cardoso;Apartamento à venda em Pinheiros com 70 m², 2 quartos, 1 vaga;1;2;R$ 1.200; R$ 50,00 ;70;R$ 12.143;   Pinheiros       
R$ 393.000; 19C5O9U;São Paulo;Avenida Vila Ema;Apartamento à venda em Sapopemba com 58 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 350; R$ -   ;58;R$ 6.776;   Sapopemba         
R$ 174.000; 1Q4JDQ;São Paulo;Avenida São Miguel;Apartamento à venda em Penha com 32 m², 1 quarto;1;1;R$ 267; R$ -   ;32;R$ 5.438;   Penha       
R$ 285.000; 3HERRW;São Paulo;Rua Major Sertório;Apartamento à venda em Bela Vista com 31 m², 1 quarto;0;1;R$ 390; R$ -   ;31;R$ 9.194;   Bela Vista         
R$ 830.000; 1OSTP97;São Paulo;Avenida dos Imarés;Apartamento à venda em Moema Índios com 55 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 950; R$ 324,00 ;55;R$ 15.091;   Moema Índios       
R$ 290.000; 13I3G3Y;São Paulo;Avenida Carioca;Apartamento à venda em Ipiranga com 38 m², 1 quarto, 1 vaga;1;1;R$ 330; R$ 50,00 ;38;R$ 7.632;   Ipiranga         
R$ 478.723; 1S68Q8O;São Paulo;Rua Retiro;Apartamento à venda em Tatuapé com 69 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 460; R$ 25,00 ;69;R$ 6.938;   Tatuapé         
R$ 1.480.000; L61PPO;São Paulo;Rua Faustolo;Apartamento à venda em Lapa com 86 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 950; R$ 430,00 ;86;R$ 17.209;   Lapa         
R$ 864.000; TDWCBP;São Paulo;Rua Professor José Leite e Oiticica;Apartamento à venda em Brooklin com 63 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 900; R$ 131,00 ;63;R$ 13.714;   Brooklin         
R$ 950.000; 109I1UI;São Paulo;Rua Joaquim Antunes;Apartamento à venda em Pinheiros com 82 m², 3 quartos, 2 suítes, 1 vaga;1;3;R$ 750; R$ 26,00 ;82;R$ 11.585;   Pinheiros       
R$ 1.350.000; QHLKGR;São Paulo;Avenida Rebouças;Apartamento à venda em Pinheiros com 105 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 1.000; R$ 146,00 ;105;R$ 12.857;   Pinheiros       
R$ 420.000; GBCSCU;São Paulo;Avenida Celso Garcia;Apartamento à venda em Tatuapé com 43 m², 1 quarto, 1 vaga;1;1;R$ 300; R$ 70,00 ;43;R$ 9.767;   Tatuapé         
R$ 506.000; 1R9M5Z5;São Paulo;Rua Cônego Eugênio Leite;Apartamento à venda em Pinheiros com 45 m², 1 quarto;0;1;R$ 550; R$ -   ;45;R$ 11.244;   Pinheiros       
R$ 600.000; 18M297K;São Paulo;Rua Brentano;Apartamento à venda em Alto da Lapa com 55 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 980; R$ 100,00 ;55;R$ 10.909;   Alto da Lapa       
R$ 625.600; 130WR47;São Paulo;Avenida Cotovia;Apartamento à venda em Moema Pássaros com 31 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 520; R$ 192,00 ;31;R$ 20.181;   Moema Pássaros         
R$ 551.200; 14AO12C;São Paulo;Rua Campante;Apartamento à venda em Ipiranga com 54 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 450; R$ 84,00 ;54;R$ 10.207;   Ipiranga         
R$ 617.100; FVJPVG;São Paulo;Rua Costa Aguiar;Apartamento à venda em Ipiranga com 63 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 490; R$ 163,00 ;63;R$ 9.795;   Ipiranga         
R$ 480.000; 9B7BDO;São Paulo;Rua Tuim;Apartamento à venda em Moema Pássaros com 37 m², 1 quarto, 1 vaga;1;1;R$ 1.250; R$ 259,00 ;37;R$ 12.973;   Moema Pássaros         
R$ 414.000; PHAQD0;São Paulo;Rua Dom Bosco;Apartamento à venda em Cambuci com 54 m², 2 quartos, 1 vaga;1;1;R$ 300; R$ -   ;54;R$ 7.667;   Cambuci       
R$ 1.450.000; NPYYO;São Paulo;Rua Oscar Freire;Apartamento à venda em Jardim América com 81 m², 2 quartos, 1 vaga;1;2;R$ 1.016; R$ 153,00 ;81;R$ 17.901;   Jardim América         
R$ 450.000; 6B3GWM;São Paulo;Rua Doralisa;Apartamento à venda em Carrão com 57 m², 2 quartos, 1 vaga;1;1;R$ 438; R$ 25,00 ;57;R$ 7.895;   Carrão       
R$ 850.000; 1F2GKKA;São Paulo;Rua Alves Guimarães;Apartamento à venda em Vila Madalena com 53 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 750; R$ 62,50 ;53;R$ 16.038;   Vila Madalena         
R$ 600.000; 1YBP5RT;São Paulo;Rua Atuaí;Apartamento à venda em Penha com 66 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 659; R$ 82,00 ;66;R$ 9.091;   Penha       
R$ 700.000; 1LFNEY4;São Paulo;Avenida Mofarrej;Apartamento à venda em Vila Leopoldina com 70 m², 1 quarto, 1 vaga;1;1;R$ 851; R$ 54,00 ;70;R$ 10.000;   Vila Leopoldina       
R$ 630.000; 10C0TO3;São Paulo;Rua Toledo Barbosa;Apartamento à venda em Belém com 68 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 435; R$ 0,08 ;68;R$ 9.265;   Belém         
R$ 789.000; 12ITCQD;São Paulo;Avenida Vinte e Três de Maio;Apartamento à venda em Paraíso com 72 m², 2 quartos, 1 vaga;1;2;R$ 836; R$ 109,00 ;72;R$ 10.958;   Paraíso         
R$ 650.000; 1J4LL1I;São Paulo;Rua Juca Mendes;Apartamento à venda em Carrão com 62 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 426; R$ 67,00 ;62;R$ 10.484;   Carrão       
R$ 1.170.213; 1TZFLW6;São Paulo;Avenida Jacutinga;Apartamento à venda em Moema Pássaros com 104 m², 3 quartos, 1 vaga;1;2;R$ 1.300; R$ 200,00 ;104;R$ 11.252;   Moema Pássaros         
R$ 470.000; 8QDX20;São Paulo;Rua Indiana;Apartamento à venda em Brooklin com 50 m², 1 quarto, 1 vaga;1;1;R$ 830; R$ 30,00 ;50;R$ 9.400;   Brooklin         
R$ 650.000; 66BZO3;São Paulo;Avenida Rouxinol;Apartamento à venda em Moema Pássaros com 64 m², 2 quartos, 1 vaga;1;2;R$ 940; R$ 9,00 ;64;R$ 10.156;   Moema Pássaros         
R$ 437.000; OI8ES6;São Paulo;Rua José Antônio Coelho;Apartamento à venda em Vila Mariana com 57 m², 1 quarto, 1 vaga;1;1;R$ 566; R$ 40,00 ;57;R$ 7.667;   Vila Mariana       
R$ 725.000; EV3WTQ;São Paulo;Rua Henri Dunant;Apartamento à venda em Santo Amaro com 33 m², 1 quarto, 1 vaga;1;1;R$ 600; R$ 24,00 ;33;R$ 21.970;   Santo Amaro         
R$ 590.000; 151KFV8;São Paulo;Rua Bimbarra;Apartamento à venda em Vila Formosa com 55 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 461; R$ 230,67 ;55;R$ 10.727;   Vila Formosa       
R$ 450.000; NK51H5;São Paulo;Rua Castro Alves;Apartamento à venda em Aclimação com 42 m², 1 quarto, 1 vaga;1;1;R$ 550; R$ 12,00 ;42;R$ 10.714;   Aclimação         
R$ 862.000; 1W5S85O;São Paulo;Rua Taquarytinga;Apartamento à venda em Mooca com 87 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 690; R$ 1,00 ;87;R$ 9.908;   Mooca     
R$ 700.000; 7CGXD9;São Paulo;Rua Francisco José da Silva;Apartamento à venda em Vila Andrade com 96 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.100; R$ 280,00 ;96;R$ 7.292;   Vila Andrade         
R$ 618.000; 1EXTCJT;São Paulo;Praça Barão de Itaqui;Apartamento à venda em Tatuapé com 45 m², 1 quarto, 1 vaga;1;1;R$ 600; R$ 145,00 ;45;R$ 13.733;   Tatuapé         
R$ 1.200.000; 1I65ABG;São Paulo;Rua Castilho;Apartamento à venda em Brooklin com 67 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 864; R$ 130,83 ;67;R$ 17.910;   Brooklin         
R$ 1.350.000; 37D8MP;São Paulo;Rua Doutor Jesuíno Maciel;Apartamento à venda em Campo Belo com 105 m², 2 quartos, 2 suítes, 2 vagas;2;2;R$ 1.530; R$ 504,00 ;105;R$ 12.857;   Campo Belo         
R$ 430.000; 1AIGHPU;São Paulo;Rua Maria Daffre;Apartamento à venda em Vila Prudente com 50 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 450; R$ 27,00 ;50;R$ 8.600;   Vila Prudente       
R$ 587.000; 1WF7ZOH;São Paulo;Rua Paula Ney;Apartamento à venda em Aclimação com 38 m², 1 quarto, 1 vaga;1;1;R$ 600; R$ 30,00 ;38;R$ 15.447;   Aclimação         
R$ 900.000; GELAQS;São Paulo;Rua Raul Pompéia;Apartamento à venda em Vila Romana com 92 m², 3 quartos, 1 suíte, 1 vaga;1;4;R$ 1.095; R$ 25,50 ;92;R$ 9.783;   Vila Romana         
R$ 650.000; ULGR69;São Paulo;Rua Fradique Coutinho;Apartamento à venda em Vila Madalena com 60 m², 2 quartos, 1 vaga;1;1;R$ 1.000; R$ -   ;60;R$ 10.833;   Vila Madalena         
R$ 623.000; 1AFMQMB;São Paulo;Avenida Celso Garcia;Apartamento à venda em Belém com 55 m², 2 quartos, 1 vaga;1;1;R$ 377; R$ 5,00 ;55;R$ 11.327;   Belém         
R$ 480.000; 1USJ4A7;São Paulo;Rua Dona Ana Neri;Apartamento à venda em Cambuci com 64 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 600; R$ 64,00 ;64;R$ 7.500;   Cambuci       
R$ 719.000; M5RU8F;São Paulo;Rua Nebraska;Apartamento à venda em Brooklin com 66 m², 2 quartos, 1 vaga;1;1;R$ 1.000; R$ 117,00 ;66;R$ 10.894;   Brooklin         
R$ 500.000; Q08X2R;São Paulo;Rua Ministro Gastão Mesquita;Apartamento à venda em Perdizes com 58 m², 3 quartos, 1 vaga;1;1;R$ 690; R$ 40,00 ;58;R$ 8.621;   Perdizes       
R$ 770.000; F4JWJV;São Paulo;Rua Desembargador Aragão;Apartamento à venda em Chácara Klabin com 53 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 880; R$ 60,00 ;53;R$ 14.528;   Chácara Klabin         
R$ 1.100.000; 1RMOOYX;São Paulo;Rua Sucuriú;Apartamento à venda em Alto de Pinheiros com 106 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.200; R$ 320,00 ;106;R$ 10.377;   Alto de Pinheiros       
R$ 510.000; 6BYQFU;São Paulo;Rua Hungara;Apartamento à venda em Vila Romana com 51 m², 2 quartos, 1 vaga;1;1;R$ 700; R$ 4,33 ;51;R$ 10.000;   Vila Romana         
R$ 600.000; 1E36U8;São Paulo;Rua Domingos Paiva;Apartamento à venda em Brás com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 550; R$ 163,00 ;65;R$ 9.231;   Brás         
R$ 459.000; 1V3RSVK;São Paulo;Rua Doutor Sérgio Meira;Apartamento à venda em Santa Cecília com 52 m², 2 quartos, 2 vagas;2;1;R$ 650; R$ 67,00 ;52;R$ 8.827;   Santa Cecília       
R$ 955.000; V0ZQ6P;São Paulo;Rua Nelson Gama de Oliveira;Apartamento à venda em Vila Andrade com 106 m², 3 quartos, 2 suítes, 2 vagas;2;3;R$ 1.030; R$ 328,00 ;106;R$ 9.009;   Vila Andrade         
R$ 540.000; ZEA4DI;São Paulo;Rua Jaraguá;Apartamento à venda em Bom Retiro com 68 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 500; R$ 20,00 ;68;R$ 7.941;   Bom Retiro       
R$ 585.000; MUVKSB;São Paulo;Rua Doutor Nicolau de Sousa Queirós;Apartamento à venda em Aclimação com 39 m², 2 quartos, 1 vaga;1;1;R$ 550; R$ 83,33 ;39;R$ 15.000;   Aclimação         
R$ 660.000; 160HULB;São Paulo;Rua Coronel Camisão;Apartamento à venda em Butantã com 81 m², 3 quartos, 1 suíte, 3 vagas;3;2;R$ 1.000; R$ 290,00 ;81;R$ 8.148;   Butantã       
R$ 650.000; 2FEFL7;São Paulo;Rua Rubens Meireles;Apartamento à venda em Barra Funda com 45 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 380; R$ -   ;45;R$ 14.444;   Barra Funda         
R$ 405.000; 12LFCFT;São Paulo;Rua Campevas;Apartamento à venda em Perdizes com 38 m², 1 quarto, 1 vaga;1;1;R$ 650; R$ -   ;38;R$ 10.658;   Perdizes       
R$ 1.140.000; 1L8M5CJ;São Paulo;Rua Bela Cintra;Apartamento à venda em Jardim América com 114 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 1.250; R$ 441,00 ;114;R$ 10.000;   Jardim América         
R$ 600.000; FLKN7;São Paulo;Rua Jaraguá;Apartamento à venda em Bom Retiro com 68 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 550; R$ 21,00 ;68;R$ 8.824;   Bom Retiro       
R$ 1.390.000; 1BGVI7N;São Paulo;Rua Rio Grande;Apartamento à venda em Vila Mariana com 87 m², 2 quartos, 2 suítes, 2 vagas;2;2;R$ 1.360; R$ 530,00 ;87;R$ 15.977;   Vila Mariana       
R$ 290.000; 1OOFHQS;São Paulo;Avenida Doutor Francisco Mesquita;Apartamento à venda em Vila Prudente com 36 m², 1 quarto, 1 vaga;1;1;R$ 270; R$ -   ;36;R$ 8.056;   Vila Prudente       
R$ 1.200.000; U06XWQ;São Paulo;Alameda Jaú;Apartamento à venda em Jardim Paulista com 115 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 1.200; R$ 291,00 ;115;R$ 10.435;   Jardim Paulista       
R$ 795.000; UFKJAG;São Paulo;Rua Tabapuã;Apartamento à venda em Itaim Bibi com 85 m², 2 quartos, 1 vaga;1;2;R$ 1.167; R$ 148,00 ;85;R$ 9.353;   Itaim Bibi       
R$ 469.000; 3FQESO;São Paulo;Rua Alexandre Levi;Apartamento à venda em Cambuci com 65 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 700; R$ 106,00 ;65;R$ 7.215;   Cambuci       
R$ 1.230.000; 1X5JKUB;São Paulo;Rua Zacarias de Gois;Apartamento à venda em Campo Belo com 72 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 850; R$ 200,00 ;72;R$ 17.083;   Campo Belo         
R$ 405.000; 1A5MPU7;São Paulo;Avenida Carioca;Apartamento à venda em Ipiranga com 52 m², 2 quartos, 1 vaga;1;1;R$ 400; R$ 127,00 ;52;R$ 7.788;   Ipiranga         
R$ 588.800; 1QWLTQM;São Paulo;Rua Jaci;Apartamento à venda em Bosque da Saúde com 60 m², 2 quartos, 2 suítes, 2 vagas;2;2;R$ 835; R$ 166,00 ;60;R$ 9.813;   Bosque da Saúde         
R$ 650.000; 1S9AU20;São Paulo;Rua Doutor Andrade Pertence;Apartamento à venda em Vila Olímpia com 82 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.365; R$ 250,00 ;82;R$ 7.927;   Vila Olímpia         
R$ 500.000; 1W7CB8L;São Paulo;Rua Adelino de Almeida Castilho;Apartamento à venda em Tatuapé com 68 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 424; R$ 0,08 ;68;R$ 7.353;   Tatuapé         
R$ 650.000; 1EEYPK7;São Paulo;Rua Bergamota;Apartamento à venda em Alto de Pinheiros com 80 m², 2 quartos, 2 suítes, 1 vaga;1;2;R$ 1.000; R$ 82,00 ;80;R$ 8.125;   Alto de Pinheiros       
R$ 416.000; QF96J;São Paulo;Rua Luís Góis;Apartamento à venda em Bosque da Saúde com 31 m², 1 quarto, 1 suíte;0;1;R$ 230; R$ 83,00 ;31;R$ 13.419;   Bosque da Saúde         
R$ 1.990.000; 1FEXIC4;São Paulo;Rua Thomás Deloney;Apartamento à venda em Santo Amaro com 130 m², 3 quartos, 1 suíte, 3 vagas;3;4;R$ 1.360; R$ 707,00 ;130;R$ 15.308;   Santo Amaro         
R$ 930.000; YS8759;São Paulo;Avenida Doutor Gastão Vidigal;Apartamento à venda em Vila Leopoldina com 93 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 1.000; R$ 380,00 ;93;R$ 10.000;   Vila Leopoldina       
R$ 250.000; 1GPD1T4;São Paulo;Avenida Doutor Francisco Mesquita;Apartamento à venda em Vila Prudente com 36 m², 1 quarto;0;1;R$ 400; R$ 1,00 ;36;R$ 6.944;   Vila Prudente       
R$ 880.000; WAF6XD;São Paulo;Rua Carlos Weber;Apartamento à venda em Alto da Lapa com 88 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.000; R$ 242,00 ;88;R$ 10.000;   Alto da Lapa       
R$ 450.000; EHD0UW;São Paulo;Rua Tuim;Apartamento à venda em Moema Pássaros com 35 m², 1 quarto, 1 vaga;1;1;R$ 1.300; R$ 259,00 ;35;R$ 12.857;   Moema Pássaros         
R$ 1.575.000; 1AYBGOX;São Paulo;Avenida Padre Lebret;Apartamento à venda em Morumbi com 124 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 1.050; R$ 166,67 ;124;R$ 12.702;   Morumbi       
R$ 499.000; MJ3CP9;São Paulo;Rua Adelino de Almeida Castilho;Apartamento à venda em Tatuapé com 68 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 460; R$ 100,00 ;68;R$ 7.338;   Tatuapé         
R$ 720.000; 1AE5XE4;São Paulo;Rua Santa Justina;Apartamento à venda em Vila Olímpia com 52 m², 1 quarto, 1 suíte, 1 vaga;1;2;R$ 856; R$ 139,00 ;52;R$ 13.846;   Vila Olímpia         
R$ 405.000; TWJX5W;São Paulo;Avenida Vila Ema;Apartamento à venda em Sapopemba com 58 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 380; R$ 1.200,00 ;58;R$ 6.983;   Sapopemba         
R$ 532.600; 1KLRLVD;São Paulo;Avenida Cupecê;Apartamento à venda em Cidade Ademar com 69 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 540; R$ 120,00 ;69;R$ 7.719;   Cidade Ademar       
R$ 690.000; 10SFNR;São Paulo;Rua Professor Carlos de Carvalho;Apartamento à venda em Itaim Bibi com 55 m², 1 quarto, 1 vaga;1;1;R$ 800; R$ 167,00 ;55;R$ 12.545;   Itaim Bibi       
R$ 830.000; QGAFLJ;São Paulo;Rua Domingos Lopes da Silva;Apartamento à venda em Vila Andrade com 90 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 965; R$ 316,00 ;90;R$ 9.222;   Vila Andrade         
R$ 580.000; 1158D4A;São Paulo;Rua Brentano;Apartamento à venda em Alto da Lapa com 75 m², 2 quartos, 1 vaga;1;1;R$ 580; R$ 23,00 ;75;R$ 7.733;   Alto da Lapa       
R$ 479.000; S7AQ6L;São Paulo;Rua do Hipódromo;Apartamento à venda em Brás com 65 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 500; R$ 150,00 ;65;R$ 7.369;   Brás         
R$ 736.000; 121DOMK;São Paulo;Rua Ouro Branco;Apartamento à venda em Jardim Paulistano com 49 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 960; R$ 306,00 ;49;R$ 15.020;   Jardim Paulistano       
R$ 830.000; TGG0L1;São Paulo;Rua Cayowaá;Apartamento à venda em Sumaré com 78 m², 2 quartos, 1 vaga;1;2;R$ 686; R$ 110,00 ;78;R$ 10.641;   Sumaré       
R$ 480.000; 1IKWFVL;São Paulo;Rua das Giestas;Apartamento à venda em Vila Prudente com 64 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 500; R$ 64,00 ;64;R$ 7.500;   Vila Prudente       
R$ 295.000; R1Z7DN;São Paulo;Rua José Bento;Apartamento à venda em Cambuci com 32 m², 1 quarto, 1 vaga;1;1;R$ 330; R$ -   ;32;R$ 9.219;   Cambuci       
R$ 850.000; 1EQAIYH;São Paulo;Rua Napoleão de Barros;Apartamento à venda em Vila Clementino com 87 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 1.146; R$ 121,00 ;87;R$ 9.770;   Vila Clementino       
R$ 540.095; NTGTA4;São Paulo;Rua Balsa;Apartamento à venda em Freguesia do Ó com 70 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 450; R$ 75,00 ;70;R$ 7.716;   Freguesia do Ó       
R$ 715.000; 1VR30C8;São Paulo;Rua Urbanizadora;Apartamento à venda em Perdizes com 56 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 1.080; R$ 160,00 ;56;R$ 12.768;   Perdizes       
R$ 692.000; 7MTOCV;São Paulo;Rua Juréia;Apartamento à venda em Bosque da Saúde com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 650; R$ 194,00 ;65;R$ 10.646;   Bosque da Saúde         
R$ 1.550.000; 145ANJ8;São Paulo;Rua Maracanã;Apartamento à venda em Vila Romana com 90 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 1.050; R$ 550,00 ;90;R$ 17.222;   Vila Romana         
R$ 838.000; 1NK03FB;São Paulo;Rua Júlio Diniz;Apartamento à venda em Vila Olímpia com 70 m², 2 quartos, 1 vaga;1;2;R$ 912; R$ 270,00 ;70;R$ 11.971;   Vila Olímpia         
R$ 560.000; C0CXRW;São Paulo;Rua Henrique Sertório;Apartamento à venda em Tatuapé com 47 m², 2 quartos, 1 vaga;1;1;R$ 653; R$ 205,00 ;47;R$ 11.915;   Tatuapé         
R$ 478.400; GN4J6A;São Paulo;Rua Conselheiro Furtado;Apartamento à venda em Aclimação com 58 m², 2 quartos, 1 vaga;1;1;R$ 729; R$ 64,00 ;58;R$ 8.248;   Aclimação         
R$ 373.000; Q9AI0N;São Paulo;Rua Sena Madureira;Apartamento à venda em Vila Clementino com 30 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 1.348; R$ 159,00 ;30;R$ 12.433;   Vila Clementino       
R$ 760.000; KU3BYA;São Paulo;Avenida Brigadeiro Luís Antônio;Apartamento à venda em Jardim Paulista com 61 m², 2 quartos, 1 vaga;1;2;R$ 971; R$ 323,00 ;61;R$ 12.459;   Jardim Paulista       
